submission_id,age,comments,education,endTime,experiment_id,final_points,gender,goal,horizonSize,languages,number_of_clicks,participant_ID,startDate,startTime,timeSpent,trial_name,trial_number,value,x_coordinate,y_coordinate
958,33,,Higher Degree,1564322636896,79,722,female,Maximization,30,Persian,16,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,1,62,7,4
958,33,,Higher Degree,1564322636896,79,774,female,Maximization,30,Persian,17,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,1,52,7,3
958,33,,Higher Degree,1564322636896,79,830,female,Maximization,30,Persian,18,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,1,56,6,4
958,33,,Higher Degree,1564322636896,79,873,female,Maximization,30,Persian,19,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,1,43,6,5
958,33,,Higher Degree,1564322636896,79,929,female,Maximization,30,Persian,20,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,1,56,6,3
958,33,,Higher Degree,1564322636896,79,949,female,Maximization,30,Persian,21,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,1,20,4,3
958,33,,Higher Degree,1564322636896,79,984,female,Maximization,30,Persian,22,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,1,35,1,6
958,33,,Higher Degree,1564322636896,79,1031,female,Maximization,30,Persian,23,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,1,47,2,8
958,33,,Higher Degree,1564322636896,79,1056,female,Maximization,30,Persian,24,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,1,25,3,6
958,33,,Higher Degree,1564322636896,79,1061,female,Maximization,30,Persian,25,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,1,5,10,2
958,33,,Higher Degree,1564322636896,79,1106,female,Maximization,30,Persian,26,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,1,45,6,2
958,33,,Higher Degree,1564322636896,79,1147,female,Maximization,30,Persian,27,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,1,41,5,3
958,33,,Higher Degree,1564322636896,79,1183,female,Maximization,30,Persian,28,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,1,36,7,2
958,33,,Higher Degree,1564322636896,79,1232,female,Maximization,30,Persian,29,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,1,49,8,7
958,33,,Higher Degree,1564322636896,79,1281,female,Maximization,30,Persian,30,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,1,49,9,6
958,33,,Higher Degree,1564322636896,79,34,female,Maximization,30,Persian,1,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,2,34,2,3
958,33,,Higher Degree,1564322636896,79,72,female,Maximization,30,Persian,2,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,2,38,4,6
958,33,,Higher Degree,1564322636896,79,119,female,Maximization,30,Persian,3,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,2,47,7,1
958,33,,Higher Degree,1564322636896,79,155,female,Maximization,30,Persian,4,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,2,36,9,6
958,33,,Higher Degree,1564322636896,79,201,female,Maximization,30,Persian,5,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,2,46,8,2
958,33,,Higher Degree,1564322636896,79,256,female,Maximization,30,Persian,6,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,2,55,7,3
958,33,,Higher Degree,1564322636896,79,294,female,Maximization,30,Persian,7,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,2,38,6,2
958,33,,Higher Degree,1564322636896,79,334,female,Maximization,30,Persian,8,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,2,40,6,5
958,33,,Higher Degree,1564322636896,79,372,female,Maximization,30,Persian,9,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,2,38,6,4
958,33,,Higher Degree,1564322636896,79,423,female,Maximization,30,Persian,10,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,2,51,8,4
958,33,,Higher Degree,1564322636896,79,474,female,Maximization,30,Persian,11,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,2,51,8,3
958,33,,Higher Degree,1564322636896,79,509,female,Maximization,30,Persian,12,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,2,35,9,3
958,33,,Higher Degree,1564322636896,79,534,female,Maximization,30,Persian,13,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,2,25,9,1
958,33,,Higher Degree,1564322636896,79,588,female,Maximization,30,Persian,14,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,2,54,8,5
958,33,,Higher Degree,1564322636896,79,644,female,Maximization,30,Persian,15,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,2,56,8,6
958,33,,Higher Degree,1564322636896,79,687,female,Maximization,30,Persian,16,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,2,43,8,7
958,33,,Higher Degree,1564322636896,79,741,female,Maximization,30,Persian,17,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,2,54,7,6
958,33,,Higher Degree,1564322636896,79,784,female,Maximization,30,Persian,18,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,2,43,7,7
958,33,,Higher Degree,1564322636896,79,809,female,Maximization,30,Persian,19,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,2,25,9,7
958,33,,Higher Degree,1564322636896,79,858,female,Maximization,30,Persian,20,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,2,49,5,7
958,33,,Higher Degree,1564322636896,79,896,female,Maximization,30,Persian,21,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,2,38,6,7
958,33,,Higher Degree,1564322636896,79,938,female,Maximization,30,Persian,22,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,2,42,6,6
958,33,,Higher Degree,1564322636896,79,974,female,Maximization,30,Persian,23,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,2,36,9,5
958,33,,Higher Degree,1564322636896,79,1014,female,Maximization,30,Persian,24,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,2,40,6,1
958,33,,Higher Degree,1564322636896,79,1051,female,Maximization,30,Persian,25,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,2,37,8,1
958,33,,Higher Degree,1564322636896,79,1103,female,Maximization,30,Persian,26,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,2,52,1,7
958,33,,Higher Degree,1564322636896,79,1147,female,Maximization,30,Persian,27,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,2,44,1,8
958,33,,Higher Degree,1564322636896,79,1201,female,Maximization,30,Persian,28,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,2,54,2,7
958,33,,Higher Degree,1564322636896,79,1266,female,Maximization,30,Persian,29,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,2,65,3,7
958,33,,Higher Degree,1564322636896,79,1331,female,Maximization,30,Persian,30,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,2,65,4,7
958,33,,Higher Degree,1564322636896,79,37,female,Accumulation,30,Persian,1,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,3,37,7,7
958,33,,Higher Degree,1564322636896,79,108,female,Accumulation,30,Persian,2,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,3,71,3,3
958,33,,Higher Degree,1564322636896,79,171,female,Accumulation,30,Persian,3,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,3,63,2,3
958,33,,Higher Degree,1564322636896,79,235,female,Accumulation,30,Persian,4,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,3,64,3,2
958,33,,Higher Degree,1564322636896,79,306,female,Accumulation,30,Persian,5,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,3,71,3,3
958,33,,Higher Degree,1564322636896,79,371,female,Accumulation,30,Persian,6,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,3,65,3,4
958,33,,Higher Degree,1564322636896,79,433,female,Accumulation,30,Persian,7,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,3,62,4,3
958,33,,Higher Degree,1564322636896,79,486,female,Accumulation,30,Persian,8,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,3,53,4,4
958,33,,Higher Degree,1564322636896,79,550,female,Accumulation,30,Persian,9,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,3,64,4,2
958,33,,Higher Degree,1564322636896,79,612,female,Accumulation,30,Persian,10,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,3,62,5,2
958,33,,Higher Degree,1564322636896,79,679,female,Accumulation,30,Persian,11,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,3,67,5,1
958,33,,Higher Degree,1564322636896,79,746,female,Accumulation,30,Persian,12,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,3,67,5,0
958,33,,Higher Degree,1564322636896,79,806,female,Accumulation,30,Persian,13,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,3,60,4,1
958,33,,Higher Degree,1564322636896,79,879,female,Accumulation,30,Persian,14,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,3,73,6,0
958,33,,Higher Degree,1564322636896,79,949,female,Accumulation,30,Persian,15,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,3,70,7,0
958,33,,Higher Degree,1564322636896,79,1021,female,Accumulation,30,Persian,16,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,3,72,6,1
958,33,,Higher Degree,1564322636896,79,1086,female,Accumulation,30,Persian,17,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,3,65,6,2
958,33,,Higher Degree,1564322636896,79,1154,female,Accumulation,30,Persian,18,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,3,68,7,1
958,33,,Higher Degree,1564322636896,79,1218,female,Accumulation,30,Persian,19,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,3,64,7,2
958,33,,Higher Degree,1564322636896,79,1272,female,Accumulation,30,Persian,20,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,3,54,8,1
958,33,,Higher Degree,1564322636896,79,1331,female,Accumulation,30,Persian,21,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,3,59,8,0
958,33,,Higher Degree,1564322636896,79,1389,female,Accumulation,30,Persian,22,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,3,58,4,0
958,33,,Higher Degree,1564322636896,79,1444,female,Accumulation,30,Persian,23,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,3,55,8,2
958,33,,Higher Degree,1564322636896,79,1492,female,Accumulation,30,Persian,24,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,3,48,9,0
958,33,,Higher Degree,1564322636896,79,1544,female,Accumulation,30,Persian,25,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,3,52,3,1
958,33,,Higher Degree,1564322636896,79,1593,female,Accumulation,30,Persian,26,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,3,49,3,0
958,33,,Higher Degree,1564322636896,79,1644,female,Accumulation,30,Persian,27,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,3,51,2,2
958,33,,Higher Degree,1564322636896,79,1707,female,Accumulation,30,Persian,28,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,3,63,2,4
958,33,,Higher Degree,1564322636896,79,1761,female,Accumulation,30,Persian,29,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,3,54,5,3
958,33,,Higher Degree,1564322636896,79,1815,female,Accumulation,30,Persian,30,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,3,54,3,5
958,33,,Higher Degree,1564322636896,79,55,female,Accumulation,30,Persian,1,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,4,55,3,3
958,33,,Higher Degree,1564322636896,79,117,female,Accumulation,30,Persian,2,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,4,62,4,2
958,33,,Higher Degree,1564322636896,79,163,female,Accumulation,30,Persian,3,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,4,46,5,1
958,33,,Higher Degree,1564322636896,79,217,female,Accumulation,30,Persian,4,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,4,54,3,2
958,33,,Higher Degree,1564322636896,79,273,female,Accumulation,30,Persian,5,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,4,56,5,2
958,33,,Higher Degree,1564322636896,79,335,female,Accumulation,30,Persian,6,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,4,62,4,3
958,33,,Higher Degree,1564322636896,79,390,female,Accumulation,30,Persian,7,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,4,55,5,3
958,33,,Higher Degree,1564322636896,79,432,female,Accumulation,30,Persian,8,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,4,42,6,2
958,33,,Higher Degree,1564322636896,79,481,female,Accumulation,30,Persian,9,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,4,49,4,1
958,33,,Higher Degree,1564322636896,79,531,female,Accumulation,30,Persian,10,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,4,50,4,4
958,33,,Higher Degree,1564322636896,79,591,female,Accumulation,30,Persian,11,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,4,60,5,7
958,33,,Higher Degree,1564322636896,79,629,female,Accumulation,30,Persian,12,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,4,38,8,7
958,33,,Higher Degree,1564322636896,79,639,female,Accumulation,30,Persian,13,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,4,10,2,9
958,33,,Higher Degree,1564322636896,79,663,female,Accumulation,30,Persian,14,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,4,24,8,3
958,33,,Higher Degree,1564322636896,79,703,female,Accumulation,30,Persian,15,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,4,40,9,2
958,33,,Higher Degree,1564322636896,79,736,female,Accumulation,30,Persian,16,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,4,33,6,5
958,33,,Higher Degree,1564322636896,79,781,female,Accumulation,30,Persian,17,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,4,45,5,6
958,33,,Higher Degree,1564322636896,79,823,female,Accumulation,30,Persian,18,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,4,42,4,5
958,33,,Higher Degree,1564322636896,79,869,female,Accumulation,30,Persian,19,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,4,46,4,6
958,33,,Higher Degree,1564322636896,79,911,female,Accumulation,30,Persian,20,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,4,42,4,5
958,33,,Higher Degree,1564322636896,79,948,female,Accumulation,30,Persian,21,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,4,37,5,5
958,33,,Higher Degree,1564322636896,79,1013,female,Accumulation,30,Persian,22,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,4,65,5,8
958,33,,Higher Degree,1564322636896,79,1077,female,Accumulation,30,Persian,23,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,4,64,6,7
958,33,,Higher Degree,1564322636896,79,1150,female,Accumulation,30,Persian,24,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,4,73,6,8
958,33,,Higher Degree,1564322636896,79,1213,female,Accumulation,30,Persian,25,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,4,63,7,8
958,33,,Higher Degree,1564322636896,79,1282,female,Accumulation,30,Persian,26,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,4,69,6,9
958,33,,Higher Degree,1564322636896,79,1342,female,Accumulation,30,Persian,27,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,4,60,7,9
958,33,,Higher Degree,1564322636896,79,1404,female,Accumulation,30,Persian,28,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,4,62,6,10
958,33,,Higher Degree,1564322636896,79,1463,female,Accumulation,30,Persian,29,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,4,59,5,9
958,33,,Higher Degree,1564322636896,79,1518,female,Accumulation,30,Persian,30,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,4,55,5,10
958,33,,Higher Degree,1564322636896,79,6,female,Maximization,30,Persian,1,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,5,6,6,6
958,33,,Higher Degree,1564322636896,79,39,female,Maximization,30,Persian,2,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,5,33,1,8
958,33,,Higher Degree,1564322636896,79,84,female,Maximization,30,Persian,3,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,5,45,1,1
958,33,,Higher Degree,1564322636896,79,131,female,Maximization,30,Persian,4,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,5,47,9,1
958,33,,Higher Degree,1564322636896,79,160,female,Maximization,30,Persian,5,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,5,29,9,9
958,33,,Higher Degree,1564322636896,79,215,female,Maximization,30,Persian,6,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,5,55,2,2
958,33,,Higher Degree,1564322636896,79,259,female,Maximization,30,Persian,7,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,5,44,7,1
958,33,,Higher Degree,1564322636896,79,307,female,Maximization,30,Persian,8,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,5,48,8,1
958,33,,Higher Degree,1564322636896,79,353,female,Maximization,30,Persian,9,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,5,46,8,2
958,33,,Higher Degree,1564322636896,79,397,female,Maximization,30,Persian,10,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,5,44,9,2
958,33,,Higher Degree,1564322636896,79,437,female,Maximization,30,Persian,11,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,5,40,8,3
958,33,,Higher Degree,1564322636896,79,480,female,Maximization,30,Persian,12,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,5,43,5,3
958,33,,Higher Degree,1564322636896,79,501,female,Maximization,30,Persian,13,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,5,21,4,1
958,33,,Higher Degree,1564322636896,79,548,female,Maximization,30,Persian,14,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,5,47,4,3
958,33,,Higher Degree,1564322636896,79,609,female,Maximization,30,Persian,15,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,5,61,2,4
958,33,,Higher Degree,1564322636896,79,660,female,Maximization,30,Persian,16,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,5,51,2,5
958,33,,Higher Degree,1564322636896,79,712,female,Maximization,30,Persian,17,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,5,52,3,5
958,33,,Higher Degree,1564322636896,79,769,female,Maximization,30,Persian,18,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,5,57,3,4
958,33,,Higher Degree,1564322636896,79,835,female,Maximization,30,Persian,19,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,5,66,1,4
958,33,,Higher Degree,1564322636896,79,886,female,Maximization,30,Persian,20,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,5,51,1,5
958,33,,Higher Degree,1564322636896,79,950,female,Maximization,30,Persian,21,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,5,64,0,4
958,33,,Higher Degree,1564322636896,79,1023,female,Maximization,30,Persian,22,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,5,73,0,3
958,33,,Higher Degree,1564322636896,79,1088,female,Maximization,30,Persian,23,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,5,65,0,2
958,33,,Higher Degree,1564322636896,79,1162,female,Maximization,30,Persian,24,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,5,74,1,3
958,33,,Higher Degree,1564322636896,79,1228,female,Maximization,30,Persian,25,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,5,66,1,2
958,33,,Higher Degree,1564322636896,79,1292,female,Maximization,30,Persian,26,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,5,64,2,3
958,33,,Higher Degree,1564322636896,79,1344,female,Maximization,30,Persian,27,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,5,52,3,3
958,33,,Higher Degree,1564322636896,79,1391,female,Maximization,30,Persian,28,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,5,47,0,1
958,33,,Higher Degree,1564322636896,79,1440,female,Maximization,30,Persian,29,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,5,49,0,5
958,33,,Higher Degree,1564322636896,79,1480,female,Maximization,30,Persian,30,120552,Sun Jul 28 2019 15:59:03 GMT+0200 (Central European Summer Time),1564322343258,4.893966666666667,grid_search,5,40,3,2
